id,sugar_level,calories,weight,fat,food_color
4769,150.48000000000002 gr,396 cal,1679.18 gr,39 gr,Coffee
4770,153.63 gr,537 cal,1414.18 gr,28 gr,Navy Blue
4771,125.91 gr,400 cal,295.74 gr,34 gr,Grass Green
4772,101.14999999999999 gr,542 cal,764.6 gr,22 gr,Navy Blue
4773,150.29999999999998 gr,634 cal,1764.87 gr,26 gr,Black
4774,90.48 gr,562 cal,422.18 gr,16 gr,Purple
4775,112.63 gr,612 cal,785.17 gr,28 gr,Coffee
4776,49.08999999999999 gr,459 cal,1268.98 gr,9 gr,Green
4777,94.4 gr,548 cal,181.95 gr,36 gr,Rose
4778,161.61 gr,463 cal,1108.56 gr,47 gr,Rose
4779,97.16999999999999 gr,624 cal,1675.55 gr,42 gr,Green
4780,22.059999999999988 gr,229 cal,1741.45 gr,38 gr,Grass Green
4781,48.86 gr,170 cal,1876.56 gr,15 gr,Coffee
4782,61.08000000000001 gr,180 cal,1968.14 gr,31 gr,Navy Blue
4783,118.39 gr,642 cal,818.95 gr,16 gr,Green
4784,163.14 gr,634 cal,1714.91 gr,32 gr,Coffee
4785,127.55 gr,704 cal,749.93 gr,38 gr,Navy Blue
4786,92.84000000000002 gr,54 cal,868.64 gr,28 gr,Sunset Yellow
4787,133.79 gr,502 cal,34.27 gr,23 gr,Sunset Red
4788,32.989999999999995 gr,335 cal,1144.03 gr,6 gr,Navy Blue
4789,157.10999999999999 gr,715 cal,183.37 gr,40 gr,Black
4790,38.83000000000001 gr,269 cal,1445.62 gr,21 gr,Green
4791,117.16 gr,385 cal,18.12 gr,37 gr,Black
4792,32.43000000000001 gr,216 cal,11.0 gr,31 gr,
4793,119.34 gr,491 cal,547.64 gr,28 gr,Grass Green
4794,47.510000000000005 gr,281 cal,346.89 gr,42 gr,Green
4795,118.02000000000001 gr,491 cal,1627.7 gr,32 gr,Black
4796,,378 cal,1018.01 gr,41 gr,Coffee
4797,83.48999999999998 gr,298 cal,608.45 gr,17 gr,Rose
4798,153.14 gr,612 cal,1493.5 gr,26 gr,Rose
4799,90.53 gr,315 cal,1982.35 gr,23 gr,Rose
4800,85.72 gr,316 cal,821.21 gr,31 gr,Purple
4801,43.68000000000001 gr,105 cal,327.33 gr,1 gr,Coffee
4802,31.61999999999999 gr,90 cal,1265.1 gr,10 gr,Navy Blue
4803,55.499999999999986 gr,63 cal,768.64 gr,13 gr,Rose
4804,87.22 gr,566 cal,1022.79 gr,31 gr,Black
4805,90.93 gr,538 cal,1660.32 gr,33 gr,Green
4806,179.55 gr,226 cal,46.68 gr,30 gr,Sunset Red
4807,124.36 gr,464 cal,122.15 gr,30 gr,Lemon Yellow
4808,92.12 gr,554 cal,1989.89 gr,19 gr,Sunset Yellow
4809,124.72 gr,590 cal,413.77 gr,35 gr,Coffee
4810,135.92000000000002 gr,416 cal,1725.81 gr,22 gr,Purple
4811,119.97999999999999 gr,363 cal,1115.4 gr,36 gr,Green
4812,89.88 gr,81 cal,556.31 gr,19 gr,Navy Blue
4813,76.87 gr,509 cal,1493.64 gr,30 gr,Rose
4814,29.28 gr,198 cal,589.73 gr,23 gr,Sunset Red
4815,102.88 gr,392 cal,358.04 gr,37 gr,
4816,64.55 gr,299 cal,1205.83 gr,25 gr,Green
4817,81.76 gr,241 cal,464.19 gr,10 gr,Sunset Yellow
4818,67.98 gr,494 cal,1817.43 gr,27 gr,Black
4819,143.85 gr,485 cal,68.17 gr,27 gr,Lemon Yellow
4820,54.42 gr,65 cal,1892.29 gr,26 gr,Grass Green
4821,105.5 gr,469 cal,571.65 gr,,Green
4822,83.53 gr,507 cal,195.16 gr,42 gr,Purple
4823,69.38000000000001 gr,540 cal,231.13 gr,22 gr,Navy Blue
4824,128.01999999999998 gr,267 cal,54.13 gr,38 gr,Grass Green
4825,117.3 gr,513 cal,230.98 gr,47 gr,Grass Green
4826,121.82 gr,650 cal,226.43 gr,35 gr,Black
4827,89.24999999999999 gr,127 cal,1529.1 gr,-4 gr,Sunset Yellow
4828,39.120000000000005 gr,147 cal,1150.85 gr,-6 gr,Sunset Red
4829,25.329999999999984 gr,304 cal,762.72 gr,17 gr,Grass Green
4830,50.94999999999999 gr,298 cal,1076.27 gr,0 gr,Coffee
4831,166.14999999999998 gr,238 cal,1096.46 gr,15 gr,Lemon Yellow
4832,,137 cal,1439.85 gr,22 gr,Sunset Red
4833,135.74 gr,322 cal,321.35 gr,37 gr,Black
4834,101.32 gr,590 cal,74.43 gr,23 gr,Coffee
4835,139.45 gr,705 cal,1614.51 gr,22 gr,Navy Blue
4836,152.43 gr,494 cal,912.11 gr,12 gr,Black
4837,29.44999999999999 gr,543 cal,574.06 gr,-3 gr,Coffee
4838,118.56 gr,532 cal,421.11 gr,20 gr,Lemon Yellow
4839,91.38 gr,352 cal,1774.62 gr,31 gr,Black
4840,125.9 gr,495 cal,495.93 gr,29 gr,Sunset Yellow
4841,94.5 gr,618 cal,1502.86 gr,42 gr,Green
4842,108.72 gr,408 cal,933.71 gr,34 gr,Rose
4843,96.67 gr,616 cal,1017.04 gr,14 gr,Coffee
4844,101.27 gr,718 cal,417.81 gr,29 gr,Black
4845,110.14 gr,560 cal,41.6 gr,35 gr,Grass Green
4846,151.65 gr,403 cal,1154.01 gr,31 gr,Navy Blue
4847,-4.47999999999999 gr,218 cal,458.27 gr,40 gr,Rose
4848,84.33 gr,226 cal,1765.54 gr,34 gr,Navy Blue
4849,124.58 gr,546 cal,997.19 gr,31 gr,Grass Green
4850,82.7 gr,129 cal,1416.14 gr,29 gr,Sunset Red
4851,3.990000000000009 gr,315 cal,1679.67 gr,38 gr,Coffee
4852,-10.969999999999999 gr,219 cal,1967.51 gr,22 gr,Grass Green
4853,108.41 gr,,1043.38 gr,27 gr,Purple
4854,15.740000000000009 gr,411 cal,65.82 gr,21 gr,Green
4855,154.32999999999998 gr,735 cal,659.07 gr,38 gr,Purple
4856,72.51 gr,514 cal,453.17 gr,37 gr,Lemon Yellow
4857,78.78 gr,39 cal,1995.74 gr,17 gr,Green
4858,64.42999999999999 gr,236 cal,862.01 gr,15 gr,Grass Green
4859,-12.199999999999989 gr,19 cal,386.52 gr,6 gr,Coffee
4860,135.07 gr,613 cal,367.81 gr,36 gr,Sunset Red
4861,145.07 gr,591 cal,1908.0 gr,21 gr,Navy Blue
4862,177.12 gr,528 cal,304.06 gr,,Coffee
4863,65.92999999999999 gr,346 cal,128.82 gr,16 gr,Black
4864,73.15000000000002 gr,336 cal,346.15 gr,16 gr,Coffee
4865,49.02999999999999 gr,93 cal,1147.87 gr,10 gr,Black
4866,157.91 gr,414 cal,679.57 gr,40 gr,
4867,47.12999999999998 gr,273 cal,1282.52 gr,7 gr,Navy Blue
4868,65.45 gr,624 cal,1569.33 gr,34 gr,Purple
4869,80.34 gr,239 cal,1162.87 gr,28 gr,Lemon Yellow
4870,153.57 gr,644 cal,532.91 gr,34 gr,Purple
4871,2.930000000000007 gr,327 cal,1377.29 gr,-5 gr,Coffee
4872,125.21 gr,635 cal,1573.32 gr,34 gr,Sunset Yellow
4873,56.39 gr,153 cal,503.52 gr,3 gr,Rose
4874,113.19000000000001 gr,576 cal,1948.06 gr,31 gr,Navy Blue
4875,142.52 gr,467 cal,1759.11 gr,28 gr,Sunset Yellow
4876,,357 cal,1280.54 gr,21 gr,Black
4877,95.91 gr,499 cal,827.3 gr,34 gr,Grass Green
4878,54.11999999999999 gr,409 cal,325.25 gr,2 gr,Sunset Yellow
4879,16.14 gr,407 cal,1771.72 gr,23 gr,Coffee
4880,115.43 gr,582 cal,1816.2 gr,22 gr,Coffee
4881,70.3 gr,-13 cal,1629.54 gr,34 gr,Purple
4882,114.36000000000001 gr,510 cal,780.96 gr,36 gr,Black
4883,105.71000000000001 gr,437 cal,1411.99 gr,9 gr,Black
4884,39.83999999999999 gr,396 cal,377.3 gr,5 gr,Navy Blue
4885,108.59 gr,397 cal,1912.63 gr,40 gr,Grass Green
4886,71.98 gr,208 cal,404.77 gr,16 gr,Sunset Red
4887,61.019999999999996 gr,234 cal,1299.39 gr,19 gr,Sunset Red
4888,54.620000000000005 gr,385 cal,1316.3 gr,15 gr,Sunset Red
4889,138.57999999999998 gr,602 cal,20.69 gr,26 gr,Sunset Red
4890,103.52000000000001 gr,544 cal,452.52 gr,38 gr,Sunset Red
4891,167.24 gr,693 cal,725.42 gr,34 gr,Sunset Red
4892,41.139999999999986 gr,241 cal,828.07 gr,8 gr,Green
4893,101.56 gr,576 cal,515.89 gr,32 gr,Black
4894,125.84 gr,372 cal,1918.79 gr,31 gr,Coffee
4895,106.30000000000001 gr,559 cal,776.12 gr,25 gr,Purple
4896,104.07 gr,757 cal,1417.2 gr,35 gr,Green
4897,130.51 gr,533 cal,333.97 gr,28 gr,Sunset Yellow
4898,136.15 gr,526 cal,1841.45 gr,47 gr,Coffee
4899,54.61 gr,93 cal,1442.16 gr,29 gr,Navy Blue
4900,104.66 gr,530 cal,598.68 gr,29 gr,Rose
4901,123.41 gr,491 cal,1088.93 gr,26 gr,Lemon Yellow
4902,6.769999999999996 gr,127 cal,492.32 gr,8 gr,Grass Green
4903,38.64 gr,16 cal,955.38 gr,27 gr,Navy Blue
4904,125.50999999999999 gr,314 cal,1345.34 gr,32 gr,Purple
4905,171.01 gr,430 cal,1231.88 gr,34 gr,Sunset Yellow
4906,28.55000000000001 gr,91 cal,411.8 gr,-1 gr,Grass Green
4907,144.37 gr,425 cal,450.55 gr,23 gr,Green
4908,43.33 gr,114 cal,255.58 gr,-1 gr,Sunset Yellow
4909,114.03999999999999 gr,327 cal,1642.38 gr,34 gr,Black
4910,183.0 gr,317 cal,1549.6 gr,38 gr,Coffee
4911,63.74000000000001 gr,153 cal,709.38 gr,-4 gr,Lemon Yellow
4912,46.58000000000001 gr,283 cal,1811.0 gr,18 gr,Grass Green
4913,161.34 gr,527 cal,1359.75 gr,34 gr,Navy Blue
4914,95.26 gr,712 cal,24.0 gr,33 gr,Lemon Yellow
4915,82.59 gr,394 cal,1437.13 gr,37 gr,Navy Blue
4916,69.57 gr,479 cal,577.86 gr,25 gr,Grass Green
4917,125.16999999999999 gr,544 cal,761.92 gr,24 gr,Coffee
4918,-3.7900000000000063 gr,478 cal,587.67 gr,16 gr,Sunset Red
4919,28.730000000000004 gr,190 cal,1675.24 gr,-3 gr,Purple
4920,114.55 gr,514 cal,1340.14 gr,36 gr,Purple
4921,113.53999999999999 gr,558 cal,1533.01 gr,36 gr,Sunset Red
4922,131.34 gr,416 cal,29.8 gr,24 gr,Grass Green
4923,112.91000000000001 gr,157 cal,752.32 gr,1 gr,Lemon Yellow
4924,182.93 gr,561 cal,513.58 gr,40 gr,Navy Blue
4925,111.99 gr,561 cal,332.28 gr,25 gr,Black
4926,50.19999999999999 gr,503 cal,183.38 gr,6 gr,Navy Blue
4927,58.94 gr,394 cal,184.15 gr,11 gr,Coffee
4928,22.999999999999986 gr,299 cal,382.52 gr,11 gr,Sunset Red
4929,80.55 gr,688 cal,758.17 gr,26 gr,Navy Blue
4930,124.67 gr,542 cal,1981.49 gr,39 gr,Black
4931,143.91 gr,674 cal,1976.63 gr,46 gr,Navy Blue
4932,189.76 gr,704 cal,815.33 gr,31 gr,Black
4933,0.18000000000000682 gr,382 cal,877.79 gr,4 gr,Sunset Yellow
4934,103.44 gr,71 cal,1683.65 gr,-8 gr,Grass Green
4935,158.38 gr,507 cal,684.27 gr,31 gr,Coffee
4936,147.56 gr,413 cal,1774.58 gr,29 gr,Sunset Yellow
4937,138.26999999999998 gr,725 cal,736.24 gr,44 gr,Purple
4938,59.93 gr,488 cal,29.49 gr,28 gr,Lemon Yellow
4939,138.03 gr,439 cal,977.77 gr,32 gr,Lemon Yellow
4940,71.71999999999998 gr,327 cal,333.73 gr,9 gr,Coffee
4941,150.19 gr,714 cal,1063.91 gr,35 gr,Grass Green
4942,23.789999999999992 gr,338 cal,1665.36 gr,25 gr,Coffee
4943,110.19 gr,386 cal,1508.54 gr,-9 gr,Purple
4944,-25.50999999999999 gr,326 cal,178.98 gr,-4 gr,Black
4945,107.25 gr,388 cal,1396.66 gr,29 gr,Sunset Red
4946,32.790000000000006 gr,6 cal,1127.69 gr,12 gr,Coffee
4947,99.97999999999999 gr,114 cal,1461.78 gr,10 gr,Sunset Yellow
4948,101.47 gr,316 cal,260.04 gr,34 gr,Rose
4949,121.32000000000001 gr,162 cal,1478.67 gr,2 gr,Rose
4950,4.340000000000003 gr,435 cal,899.21 gr,17 gr,Green
4951,6.460000000000008 gr,227 cal,177.24 gr,18 gr,Purple
4952,105.53999999999999 gr,398 cal,864.72 gr,7 gr,Navy Blue
4953,32.41999999999999 gr,105 cal,1442.84 gr,27 gr,Purple
4954,97.42999999999999 gr,579 cal,1078.35 gr,24 gr,Navy Blue
4955,-20.72999999999999 gr,241 cal,58.82 gr,17 gr,Lemon Yellow
4956,137.46 gr,467 cal,1071.4 gr,36 gr,Black
4957,139.14 gr,450 cal,1786.51 gr,41 gr,Lemon Yellow
4958,-5.820000000000007 gr,431 cal,1022.54 gr,40 gr,Sunset Red
4959,12.259999999999991 gr,60 cal,1852.57 gr,24 gr,Sunset Red
4960,78.61000000000001 gr,9 cal,1793.4 gr,25 gr,Black
4961,88.72999999999999 gr,473 cal,70.18 gr,26 gr,Rose
4962,123.33 gr,661 cal,556.72 gr,37 gr,Coffee
4963,82.17 gr,291 cal,1181.25 gr,21 gr,Navy Blue
4964,155.95 gr,356 cal,1956.5 gr,41 gr,Grass Green
4965,106.84 gr,760 cal,1686.83 gr,18 gr,Grass Green
4966,113.77000000000001 gr,404 cal,648.93 gr,39 gr,Green
4967,81.77 gr,758 cal,188.9 gr,27 gr,Navy Blue
4968,69.88 gr,439 cal,1965.82 gr,32 gr,Purple
4969,93.95 gr,319 cal,1669.46 gr,36 gr,Sunset Red
4970,95.09 gr,471 cal,828.49 gr,18 gr,Sunset Red
4971,96.64 gr,325 cal,1323.43 gr,36 gr,Rose
4972,112.09 gr,565 cal,950.98 gr,32 gr,Lemon Yellow
4973,28.75 gr,258 cal,1376.45 gr,3 gr,Black
4974,-0.8900000000000006 gr,369 cal,420.28 gr,1 gr,Navy Blue
4975,99.04000000000002 gr,408 cal,221.84 gr,11 gr,Navy Blue
4976,106.98 gr,475 cal,198.28 gr,31 gr,Green
4977,168.45999999999998 gr,528 cal,1078.98 gr,39 gr,Sunset Red
4978,60.31999999999999 gr,110 cal,1088.56 gr,29 gr,Grass Green
4979,22.36 gr,468 cal,1035.61 gr,22 gr,Grass Green
4980,158.45 gr,360 cal,1567.45 gr,29 gr,Grass Green
4981,67.97 gr,259 cal,1919.64 gr,29 gr,Rose
4982,128.49 gr,615 cal,1733.14 gr,19 gr,Navy Blue
4983,55.64 gr,624 cal,1172.1 gr,40 gr,Green
4984,30.36999999999999 gr,436 cal,1496.39 gr,-2 gr,
4985,107.47999999999999 gr,506 cal,72.97 gr,19 gr,Sunset Yellow
4986,128.28 gr,502 cal,1632.87 gr,22 gr,Coffee
4987,16.840000000000003 gr,335 cal,1149.34 gr,28 gr,Black
4988,26.930000000000007 gr,340 cal,1810.09 gr,-5 gr,Green
4989,152.87 gr,740 cal,1109.7 gr,32 gr,Coffee
4990,19.75 gr,184 cal,48.48 gr,17 gr,Lemon Yellow
4991,112.80000000000001 gr,139 cal,1790.57 gr,-6 gr,Black
4992,18.86 gr,517 cal,1313.2 gr,-13 gr,Coffee
4993,60.290000000000006 gr,185 cal,1728.63 gr,18 gr,Grass Green
4994,175.86 gr,462 cal,957.07 gr,34 gr,
4995,112.02 gr,668 cal,1554.81 gr,40 gr,Sunset Red
4996,62.45 gr,661 cal,1242.74 gr,43 gr,Navy Blue
4997,103.80000000000001 gr,402 cal,740.02 gr,21 gr,Purple
4998,,260 cal,1616.37 gr,20 gr,Black
4999,131.16 gr,714 cal,238.97 gr,24 gr,Coffee
5000,146.5 gr,393 cal,423.03 gr,40 gr,Black
5001,53.329999999999984 gr,77 cal,611.3 gr,2 gr,Green
5002,86.36000000000001 gr,299 cal,449.99 gr,-2 gr,Sunset Yellow
5003,65.93 gr,119 cal,38.1 gr,34 gr,Black
5004,136.39999999999998 gr,461 cal,798.29 gr,30 gr,Purple
5005,44.80000000000001 gr,122 cal,1194.07 gr,6 gr,Grass Green
5006,18.11 gr,82 cal,592.5 gr,14 gr,Sunset Red
5007,47.36999999999999 gr,369 cal,897.53 gr,15 gr,Purple
5008,52.83999999999999 gr,460 cal,78.17 gr,30 gr,Navy Blue
5009,102.58 gr,458 cal,1615.31 gr,33 gr,Lemon Yellow
5010,95.22999999999999 gr,489 cal,36.2 gr,24 gr,Purple
5011,108.71000000000001 gr,319 cal,1346.41 gr,19 gr,Green
5012,72.60000000000001 gr,129 cal,1297.87 gr,19 gr,Green
5013,91.67 gr,374 cal,678.24 gr,-3 gr,Sunset Red
5014,96.96 gr,207 cal,1615.11 gr,13 gr,Lemon Yellow
5015,103.91000000000001 gr,396 cal,1198.0 gr,13 gr,Sunset Yellow
5016,99.61 gr,461 cal,1029.46 gr,7 gr,Sunset Red
5017,105.28999999999999 gr,482 cal,1541.71 gr,11 gr,Navy Blue
5018,153.42000000000002 gr,488 cal,789.81 gr,22 gr,Navy Blue
5019,114.85 gr,332 cal,855.69 gr,31 gr,Grass Green
5020,139.12 gr,569 cal,1657.0 gr,23 gr,Lemon Yellow
5021,163.01 gr,594 cal,1148.3 gr,21 gr,Grass Green
5022,56.11 gr,126 cal,394.87 gr,6 gr,Navy Blue
5023,97.86 gr,700 cal,1562.28 gr,37 gr,Black
5024,39.55 gr,511 cal,1792.27 gr,6 gr,Navy Blue
5025,135.2 gr,724 cal,1483.43 gr,13 gr,Grass Green
5026,92.58 gr,738 cal,1802.96 gr,24 gr,Grass Green
5027,167.62 gr,346 cal,1736.67 gr,27 gr,Purple
5028,84.24 gr,78 cal,1759.91 gr,22 gr,Coffee
5029,146.85 gr,536 cal,420.75 gr,22 gr,Grass Green
5030,166.82999999999998 gr,490 cal,501.91 gr,28 gr,Rose
5031,31.16000000000001 gr,465 cal,836.46 gr,7 gr,Purple
5032,75.09 gr,445 cal,87.06 gr,30 gr,Green
5033,159.57 gr,616 cal,561.35 gr,22 gr,Purple
5034,59.39999999999999 gr,403 cal,193.24 gr,27 gr,Sunset Red
5035,93.26999999999998 gr,287 cal,980.33 gr,16 gr,Coffee
5036,106.95 gr,578 cal,134.09 gr,24 gr,Green
5037,155.65 gr,467 cal,1083.14 gr,24 gr,Lemon Yellow
5038,140.73 gr,672 cal,1107.86 gr,28 gr,
5039,136.24 gr,428 cal,1021.31 gr,39 gr,Sunset Yellow
5040,77.94 gr,468 cal,1843.72 gr,17 gr,Sunset Red
5041,119.16 gr,554 cal,1020.78 gr,32 gr,Sunset Yellow
5042,40.620000000000005 gr,348 cal,857.83 gr,7 gr,Rose
5043,152.77 gr,306 cal,913.0 gr,37 gr,Sunset Red
5044,28.939999999999998 gr,256 cal,726.0 gr,13 gr,Black
5045,129.93 gr,577 cal,1253.64 gr,34 gr,Sunset Yellow
5046,147.45 gr,710 cal,1512.48 gr,37 gr,Purple
5047,34.51000000000002 gr,102 cal,81.47 gr,20 gr,Coffee
5048,154.64 gr,456 cal,833.28 gr,33 gr,Sunset Yellow
5049,55.31999999999999 gr,315 cal,309.46 gr,-7 gr,Green
5050,159.46 gr,482 cal,254.88 gr,42 gr,Lemon Yellow
5051,128.93 gr,674 cal,1125.18 gr,37 gr,Purple
5052,129.29 gr,276 cal,1597.1 gr,42 gr,Navy Blue
5053,40.849999999999994 gr,204 cal,38.14 gr,,Black
5054,105.21000000000001 gr,557 cal,418.03 gr,32 gr,Green
5055,36.980000000000004 gr,189 cal,942.45 gr,13 gr,Sunset Red
5056,180.26 gr,683 cal,995.64 gr,23 gr,Black
5057,44.42999999999999 gr,162 cal,820.47 gr,9 gr,Sunset Yellow
5058,172.93 gr,576 cal,1678.15 gr,40 gr,Sunset Red
5059,121.64 gr,303 cal,145.27 gr,29 gr,Rose
5060,103.85 gr,202 cal,1702.81 gr,32 gr,Grass Green
5061,114.38 gr,528 cal,406.29 gr,25 gr,Black
5062,114.72999999999999 gr,355 cal,179.89 gr,20 gr,Grass Green
5063,140.51 gr,399 cal,318.92 gr,36 gr,Purple
5064,90.53000000000002 gr,41 cal,1646.28 gr,-2 gr,Coffee
5065,21.83999999999999 gr,468 cal,342.48 gr,-7 gr,Sunset Red
5066,29.830000000000013 gr,-12 cal,1677.32 gr,20 gr,Grass Green
5067,114.82 gr,212 cal,242.32 gr,25 gr,Black
5068,44.94 gr,46 cal,583.64 gr,26 gr,Black
5069,110.11 gr,543 cal,131.42 gr,39 gr,Coffee
5070,91.03999999999999 gr,632 cal,1509.1 gr,29 gr,Rose
5071,107.84 gr,,1185.09 gr,35 gr,Rose
5072,142.04 gr,440 cal,796.91 gr,27 gr,Sunset Yellow
5073,117.21000000000001 gr,532 cal,1104.5 gr,,Black
5074,83.79 gr,360 cal,4.76 gr,-1 gr,Coffee
5075,95.13000000000001 gr,525 cal,1687.02 gr,25 gr,Lemon Yellow
5076,47.0 gr,-27 cal,829.06 gr,23 gr,Coffee
5077,130.07 gr,330 cal,1410.38 gr,30 gr,Coffee
5078,131.66 gr,398 cal,954.26 gr,26 gr,Sunset Red
5079,146.01 gr,469 cal,351.47 gr,16 gr,Green
5080,178.37 gr,656 cal,1674.9 gr,30 gr,Sunset Red
5081,67.81 gr,99 cal,1751.77 gr,26 gr,Black
5082,127.08000000000001 gr,426 cal,1023.05 gr,35 gr,Coffee
5083,48.57000000000001 gr,451 cal,760.56 gr,24 gr,Navy Blue
5084,163.96 gr,504 cal,1973.07 gr,49 gr,Grass Green
5085,98.44999999999999 gr,329 cal,1553.52 gr,35 gr,Sunset Yellow
5086,113.27000000000001 gr,455 cal,781.82 gr,24 gr,Purple
5087,109.96 gr,419 cal,1576.5 gr,41 gr,Purple
5088,31.599999999999994 gr,97 cal,1864.85 gr,-9 gr,Sunset Red
5089,123.53 gr,726 cal,1794.06 gr,31 gr,Navy Blue
5090,57.91 gr,350 cal,1508.53 gr,9 gr,Black
5091,45.3 gr,367 cal,935.35 gr,7 gr,Grass Green
5092,159.7 gr,507 cal,1430.32 gr,25 gr,Rose
5093,96.17000000000002 gr,369 cal,1317.89 gr,24 gr,Coffee
5094,147.83 gr,485 cal,1475.59 gr,27 gr,Black
5095,95.03 gr,546 cal,1586.24 gr,41 gr,Rose
5096,45.27000000000001 gr,142 cal,70.77 gr,31 gr,Coffee
5097,129.17000000000002 gr,625 cal,1095.68 gr,28 gr,Lemon Yellow
5098,117.19 gr,681 cal,1140.03 gr,36 gr,Lemon Yellow
5099,14.710000000000008 gr,150 cal,1702.03 gr,16 gr,Rose
5100,96.58000000000001 gr,467 cal,1349.72 gr,31 gr,Rose
5101,26.430000000000007 gr,185 cal,1490.39 gr,22 gr,Grass Green
5102,89.39 gr,43 cal,330.47 gr,26 gr,Grass Green
5103,43.46000000000001 gr,252 cal,1706.5 gr,16 gr,Lemon Yellow
5104,66.53999999999999 gr,398 cal,1966.64 gr,20 gr,Rose
5105,59.920000000000016 gr,117 cal,1752.05 gr,-10 gr,Coffee
5106,154.79 gr,650 cal,1171.78 gr,13 gr,Rose
5107,172.06 gr,501 cal,388.14 gr,26 gr,Sunset Red
5108,133.91 gr,578 cal,1163.55 gr,43 gr,Sunset Red
5109,147.32999999999998 gr,404 cal,1264.75 gr,30 gr,Purple
5110,56.790000000000006 gr,383 cal,1710.33 gr,1 gr,Black
5111,135.55 gr,451 cal,1921.64 gr,18 gr,Green
5112,69.76 gr,128 cal,1327.99 gr,18 gr,Sunset Red
5113,120.96000000000001 gr,365 cal,481.51 gr,35 gr,Lemon Yellow
5114,141.85 gr,737 cal,984.6 gr,34 gr,Grass Green
5115,157.64999999999998 gr,471 cal,734.49 gr,21 gr,Sunset Yellow
5116,141.05 gr,512 cal,1944.27 gr,20 gr,Sunset Yellow
5117,155.16 gr,376 cal,866.66 gr,26 gr,Navy Blue
5118,122.69999999999999 gr,541 cal,1244.05 gr,18 gr,Navy Blue
5119,109.8 gr,481 cal,1235.39 gr,31 gr,Lemon Yellow
5120,18.72 gr,375 cal,1201.17 gr,4 gr,Green
5121,58.379999999999995 gr,457 cal,725.51 gr,-4 gr,Coffee
5122,1.6599999999999966 gr,496 cal,1488.32 gr,1 gr,Sunset Red
5123,121.37 gr,551 cal,1368.5 gr,20 gr,Sunset Yellow
5124,97.98 gr,436 cal,1959.15 gr,30 gr,Navy Blue
5125,93.97 gr,468 cal,1370.01 gr,30 gr,Sunset Red
5126,41.05999999999999 gr,81 cal,41.52 gr,6 gr,Grass Green
5127,-8.450000000000003 gr,116 cal,105.92 gr,12 gr,Sunset Red
5128,156.14 gr,531 cal,1575.74 gr,28 gr,Sunset Yellow
5129,184.64 gr,500 cal,790.9 gr,31 gr,Grass Green
5130,172.16 gr,514 cal,1935.57 gr,37 gr,Rose
5131,70.37 gr,594 cal,728.38 gr,45 gr,Green
5132,78.95 gr,531 cal,1489.33 gr,43 gr,Navy Blue
5133,128.21 gr,267 cal,1032.32 gr,23 gr,Grass Green
5134,91.87 gr,290 cal,258.42 gr,22 gr,Navy Blue
5135,23.159999999999997 gr,496 cal,1344.74 gr,1 gr,Grass Green
5136,55.69 gr,258 cal,561.53 gr,20 gr,Lemon Yellow
5137,48.34 gr,232 cal,1535.0 gr,15 gr,Sunset Yellow
5138,138.49 gr,676 cal,1916.72 gr,39 gr,Grass Green
5139,131.41 gr,517 cal,1205.09 gr,24 gr,Coffee
5140,127.93 gr,567 cal,1331.0 gr,11 gr,Purple
5141,56.30999999999999 gr,152 cal,797.88 gr,18 gr,Purple
5142,32.22 gr,15 cal,948.1 gr,18 gr,Sunset Red
5143,35.44 gr,275 cal,41.89 gr,14 gr,Sunset Yellow
5144,42.3 gr,493 cal,941.48 gr,30 gr,Sunset Red
5145,85.39999999999999 gr,56 cal,1977.48 gr,22 gr,Rose
5146,62.199999999999996 gr,686 cal,1056.17 gr,28 gr,Green
5147,165.98 gr,651 cal,829.32 gr,36 gr,Black
5148,28.03 gr,89 cal,1970.26 gr,,Coffee
5149,142.92000000000002 gr,470 cal,654.23 gr,28 gr,Sunset Red
5150,111.56 gr,470 cal,1520.01 gr,39 gr,Purple
5151,39.19 gr,188 cal,1252.59 gr,16 gr,Sunset Red
5152,147.07999999999998 gr,652 cal,1359.48 gr,30 gr,Purple
5153,105.96000000000001 gr,484 cal,227.95 gr,36 gr,Green
5154,73.73 gr,166 cal,1755.15 gr,13 gr,Grass Green
5155,127.13 gr,446 cal,1944.49 gr,45 gr,Black
5156,105.28 gr,173 cal,1874.22 gr,6 gr,Rose
5157,133.47 gr,553 cal,1491.68 gr,30 gr,Purple
5158,124.88 gr,420 cal,978.45 gr,30 gr,Coffee
5159,88.44 gr,399 cal,836.82 gr,43 gr,Coffee
5160,129.13 gr,746 cal,1215.71 gr,27 gr,Sunset Yellow
5161,80.99 gr,378 cal,455.55 gr,15 gr,Black
5162,89.03 gr,483 cal,1706.66 gr,28 gr,Rose
5163,132.34 gr,508 cal,140.43 gr,21 gr,Rose
5164,80.74 gr,369 cal,1930.0 gr,14 gr,Coffee
5165,40.99000000000001 gr,278 cal,1294.91 gr,6 gr,Sunset Red
5166,92.96000000000001 gr,43 cal,1783.49 gr,38 gr,Grass Green
5167,31.400000000000006 gr,460 cal,665.35 gr,38 gr,Rose
5168,-14.939999999999998 gr,332 cal,1097.38 gr,17 gr,Coffee
5169,98.43 gr,374 cal,,30 gr,Sunset Yellow
5170,45.77999999999999 gr,287 cal,431.78 gr,4 gr,Black
5171,72.69 gr,393 cal,1835.45 gr,9 gr,Green
